German Translation (Google Translate);Positive;Negative;Anger;Anticipation;Disgust;Fear;Joy;Sadness;Surprise;Trust
Ansicht;0;0;0;0;0;0;0;0;0;0
Anspielung;0;0;0;0;0;0;0;0;0;0
Anspielung;0;0;0;0;0;0;0;0;0;0
Ansprache;1;0;0;0;0;0;0;0;0;0
ansprechbar;1;0;0;1;0;0;0;0;0;1
Anspruch;0;0;0;0;0;0;0;0;0;0
anspruchsvoll;0;1;0;0;0;0;0;0;0;0
anspruchsvoll;0;1;0;0;0;0;0;0;0;0
anspruchsvolle;0;0;0;0;0;0;0;0;0;0
anstacheln;0;1;1;1;0;1;0;0;0;0
Anstand;1;0;0;0;0;0;0;0;0;0
Anstand;0;0;0;0;0;0;0;0;0;0
anständig;1;0;0;0;0;0;0;0;0;0
anstarren;0;0;0;0;0;0;0;0;0;0
ansteckend;0;0;0;0;0;0;0;0;0;0
ansteckend;0;1;0;0;1;1;0;0;0;0
Ansteckung;0;1;0;1;1;1;0;0;0;0
anstiften;0;1;0;0;0;0;0;0;0;0
Anstiftung;0;0;0;0;0;0;0;0;0;0
Anstiftung;0;1;0;0;0;0;0;0;0;0
anstößig;0;1;0;0;0;0;0;0;0;0
anstrengend;0;0;0;0;0;0;0;0;0;0
Anstrengung;0;0;0;0;0;0;0;0;0;0
Ansturm;0;0;0;0;0;0;0;0;0;0
Ansturm;0;0;0;0;0;0;0;0;0;0
Antagonismus;0;1;1;0;0;0;0;0;0;0
Antagonist;0;1;1;0;0;0;0;0;0;0
antagonistisch;0;1;1;0;1;0;0;0;0;0
ante;0;0;0;0;0;0;0;0;0;0
Anteil;0;0;0;0;0;0;0;0;0;0
Anteil;0;0;0;0;0;0;0;0;0;0
Anteile;0;0;0;0;0;0;0;0;0;0
Antenne;0;0;0;0;0;0;0;0;0;0
Antenne;0;0;0;0;0;0;0;0;0;0
Anthologie;0;0;0;0;0;0;0;0;0;0
Anthropologie;0;0;0;0;0;0;0;0;0;0
Antibiotika;1;0;0;0;0;0;0;0;0;0
Antibiotikum;0;0;0;0;0;0;0;0;0;0
Antichrist;0;1;1;0;1;1;0;0;0;0
antik;1;0;0;0;0;0;0;0;0;0
Antilope;0;0;0;0;0;0;0;0;0;0
Antimon;0;0;0;0;0;0;0;0;0;0
antimykotische;1;0;0;0;0;0;0;0;0;1
Antipathie;0;1;1;0;1;0;0;0;0;0
Antiquar;0;0;0;0;0;0;0;0;0;0
antiquiert;0;1;0;0;0;0;0;0;0;0
antiseptisch;1;0;0;0;0;0;0;0;0;1
Antithese;0;1;1;0;0;0;0;0;0;0
antithetisch;0;0;0;0;0;0;0;0;0;0
antivirale;0;0;0;0;0;0;0;0;0;0
Antragsteller;0;0;0;1;0;0;0;0;0;0
Antragsteller;0;0;1;0;1;0;0;0;0;0
Antragsteller;1;0;0;0;0;0;0;0;0;0
Antrieb;0;0;0;0;0;0;0;0;0;0
Antwort;0;0;0;0;0;0;0;0;0;0
Antwort;0;0;0;0;0;0;0;0;0;0
antworten;0;0;0;0;0;0;0;0;0;0
antworten;0;0;0;0;0;0;0;0;0;0
anvertrauen;0;0;0;0;0;0;0;0;0;1
Anwalt;0;1;1;0;1;1;0;0;0;0
Anweisung;1;0;0;0;0;0;0;0;0;1
Anwendbarkeit;0;0;0;0;0;0;0;0;0;0
anwenden;0;0;0;0;0;0;0;0;0;0
Anwendung;0;0;0;0;0;0;0;0;0;0
Anzahl;0;0;0;0;0;0;0;0;0;0
Anzahlung;0;0;0;0;0;0;0;0;0;0
Anzeige;0;0;0;0;0;0;0;0;0;0
Anzeige;0;0;0;0;0;0;0;0;0;0
Anzeige;0;0;0;0;0;0;0;0;0;0
Anzeige;0;0;0;0;0;0;0;0;0;0
Anzeige;0;0;0;0;0;0;0;0;0;0
anziehen;0;0;1;0;0;0;0;0;0;0
Anzug;0;0;0;0;0;0;0;0;0;0
Aorta;0;0;0;0;0;0;0;0;0;0
Apache;0;1;0;0;0;1;0;0;0;0
Apathie;0;1;0;0;0;0;0;1;0;0
apathisch;0;1;0;0;0;0;0;1;0;0
Apfel;0;0;0;0;0;0;0;0;0;0
Apfelwein;1;0;0;0;0;0;0;0;0;0
apokalyptisch;0;0;0;0;0;0;0;0;0;0
Apologet;0;0;0;0;0;0;0;0;0;0
Apostasie;0;0;0;0;0;0;0;0;0;0
Apostel;1;0;0;0;0;0;0;0;0;1
apostolisch;0;0;0;0;0;0;0;0;0;1
Apostroph;0;0;0;0;0;0;0;0;0;0
Apotheke;0;0;0;0;0;0;0;0;0;0
Apotheker;0;0;0;0;0;0;0;0;0;0
Appetit;0;0;0;0;0;0;0;0;0;0
Applaus;1;0;0;0;0;0;1;0;1;1
Apropos;0;0;0;0;0;0;0;0;0;0
Aquädukt;0;0;0;0;0;0;0;0;0;0
Aquamarin;0;0;0;0;0;0;0;0;0;0
Aquarium;0;0;0;0;0;0;0;0;0;0
Äquator;0;0;0;0;0;0;0;0;0;0
äquatorial;0;0;0;0;0;0;0;0;0;0
Äquivalent;0;0;0;0;0;0;0;0;0;0
Ära;0;0;0;0;0;0;0;0;0;0
Arbeit;1;0;0;0;0;0;0;0;0;0
Arbeit;1;0;0;1;0;0;1;0;1;1
Arbeit;0;0;0;0;0;0;0;0;0;0
Arbeiten;1;0;0;0;0;0;0;0;0;0
arbeitend;0;0;0;0;0;0;0;0;0;0
Arbeiter;0;0;0;0;0;0;0;0;0;0
Arbeiter;0;0;0;0;0;0;0;0;0;0
Arbeitgeber;0;0;0;0;0;0;0;0;0;0
Arbeitsplatz;0;0;0;0;0;0;0;0;0;0
Arbeitstier;0;1;0;0;0;0;0;0;0;0
Arbeitsversäumnis;0;1;0;0;0;0;0;0;0;0
archaisch;0;1;0;0;0;0;0;0;0;0
Archäologe;0;0;0;0;0;0;0;0;0;0
Archäologie;1;0;0;1;0;0;0;0;0;0
archäologisch;0;0;0;0;0;0;0;0;0;0
Arche;0;0;0;0;0;0;0;0;0;0
Archetyp;0;0;0;0;0;0;0;0;0;0
Archipel;0;0;0;0;0;0;0;0;0;0
Architekt;0;0;0;0;0;0;0;0;0;0
Architektur;0;0;0;0;0;0;0;0;0;1
archivieren;0;0;0;0;0;0;0;0;0;0
Arena;0;0;0;0;0;0;0;0;0;0
arg;0;1;0;0;0;0;0;1;0;0
Ärger;0;1;1;0;1;0;0;0;0;0
Ärger;0;1;0;0;1;0;0;1;0;0
ärgerlich;0;1;1;0;0;0;0;0;0;0
ärgerlich;0;1;1;0;0;0;0;0;0;0
ärgern;0;1;1;0;1;0;0;0;0;0
Argument;0;1;1;0;0;0;0;0;0;0
Argumentation;0;0;1;0;0;0;0;0;0;0
Argumente;0;0;1;0;0;0;0;0;0;0
argumentieren;0;1;1;0;0;0;0;0;0;0
Aristokrat;0;0;0;0;0;0;0;0;0;0
aristokratisch;1;0;0;0;0;0;0;0;0;0
Arithmetik;0;0;0;0;0;0;0;0;0;0
Arkade;0;0;0;0;0;0;0;0;0;0
arktisch;0;0;0;0;0;0;0;0;0;0
Arm;0;0;0;0;0;0;0;0;0;0
Armada;0;0;0;0;0;0;0;0;0;0
Armaturenbrett;0;0;0;0;0;0;0;0;0;0
Armband;0;0;0;0;0;0;0;0;0;0
Armbanduhr;0;0;0;0;0;0;0;0;0;0
Armbrust;0;0;0;0;0;0;0;0;0;0
Armee;0;0;0;0;0;0;0;0;0;0
armselig;0;1;0;0;1;0;0;1;0;0
Armut;0;1;1;0;1;1;0;1;0;0
Aroma;1;0;0;0;0;0;0;0;0;0
arraignment;0;1;1;0;0;1;0;1;0;0
arrogant;0;1;1;0;1;0;0;0;0;0
Arroganz;0;1;0;0;0;0;0;0;0;0
Arsch;0;1;0;0;0;0;0;0;0;0
Arschloch;0;1;1;0;1;0;0;0;0;0
Arsen;0;1;0;0;1;1;0;1;0;0
Arsenal;0;0;0;0;0;0;0;0;0;0
Art;1;0;0;0;0;0;1;0;0;1
Art;0;0;0;0;0;0;0;0;0;0
Art;0;0;0;0;0;0;0;0;0;0
Arterie;0;0;0;0;0;0;0;0;0;0
Artikel;0;0;0;0;0;0;0;0;0;0
Artikel;0;0;0;0;0;0;0;0;0;0
Artikel;0;0;0;0;0;0;0;0;0;0
Artikulation;1;0;0;0;0;0;0;0;0;0
artikulieren;1;0;0;0;0;0;0;0;0;0
Artillerie;0;1;0;0;0;1;0;0;0;0
Artillerie;0;1;0;0;0;1;0;0;0;0
Artischocke;0;0;0;0;0;0;0;0;0;0
Arzt;1;0;0;0;0;0;0;0;0;1
As;1;0;0;0;0;0;0;0;0;0
Asche;0;1;0;0;0;0;0;0;0;0
Asche;0;1;0;0;0;0;0;1;0;0
Asche;0;0;0;0;0;0;0;0;0;0
Asket;0;0;0;0;0;0;0;0;0;0
Aspartam;0;0;0;0;0;0;0;0;0;0
Aspekt;0;0;0;0;0;0;0;0;0;0
Aspekte;0;0;0;0;0;0;0;0;0;0
Asphalt;0;0;0;0;0;0;0;0;0;0
Aspiration;1;0;0;1;0;0;1;0;1;1
Assimilation;0;0;0;0;0;0;0;0;0;0
assimilieren;0;0;0;0;0;0;0;0;0;0
Assistent;0;0;0;0;0;0;0;0;0;0
Assistenzarzt;0;0;0;0;0;0;0;0;0;0
assoziieren;1;0;0;0;0;0;0;0;0;1
Asteroiden;0;0;0;0;0;0;0;0;0;0
Ästhetik;1;0;0;0;0;0;1;0;0;0
ästhetisch;1;0;0;0;0;0;0;0;0;0
ästhetisch;1;0;0;0;0;0;0;0;0;0
Astigmatismus;0;0;0;0;0;0;0;0;0;0
astral;0;0;0;0;0;0;0;0;0;0
Astrologe;1;0;0;1;0;0;0;0;0;0
Astrologie;0;0;0;0;0;0;0;0;0;0
Astronaut;1;0;0;0;0;0;0;0;0;0
Astronom;1;0;0;1;0;0;0;0;0;0
Astronomie;0;0;0;0;0;0;0;0;0;0
Asyl;0;1;0;0;0;1;0;0;0;0
Asymmetrie;0;0;0;0;1;0;0;0;0;0
asymmetrisch;0;0;0;0;0;0;0;0;0;0
asymptotisch;0;0;0;0;0;0;0;0;0;0
atelier;0;0;0;0;0;0;0;0;0;0
Atem;0;0;0;0;0;0;0;0;0;0
Atheismus;0;1;0;0;0;0;0;0;0;0
Atheist;0;0;0;0;0;0;0;0;0;0
atheistisch;0;0;0;0;0;0;0;0;0;0
Äther;0;0;0;0;0;0;0;0;0;0
ätherisch;0;0;0;0;0;1;0;0;0;0
Atherosklerose;0;1;0;0;0;1;0;1;0;0
Athletentum;0;0;0;0;0;0;0;0;0;0
Ätiologie;0;0;0;0;0;0;0;0;0;0
Ätiologie;0;0;0;0;0;0;0;0;0;0
Atlas;0;0;0;0;0;0;0;0;0;0
Atmosphäre;0;0;0;0;0;0;0;0;0;0
atmosphärisch;0;0;0;0;0;0;0;0;0;0
Atoll;0;0;0;0;0;0;0;0;0;0
Atom;1;0;0;0;0;0;0;0;0;0
Atom-;0;0;0;0;0;0;0;0;0;0
Atrium;0;0;0;0;0;0;0;0;0;0
Atrophie;0;1;0;0;1;1;0;1;0;0
Attentat;0;1;1;0;0;1;0;1;0;0
Attentäter;0;1;1;0;0;1;0;1;0;0
Attraktion;1;0;0;0;0;0;0;0;0;0
Attraktivität;1;0;0;0;0;0;0;0;0;0
Attrappe;0;1;0;0;0;0;0;0;0;0
Attribut;0;0;0;0;0;0;0;0;0;0
Attrition;0;0;0;0;0;0;0;0;0;0
ätzen;0;0;0;0;0;0;0;0;0;0
Ätzen;0;0;0;0;0;0;0;0;0;0
ätzend;0;1;0;0;0;1;0;0;0;0
Auditorium;0;0;0;0;0;0;0;0;0;0
auf halbem Weg;0;0;0;0;0;0;0;0;0;0
Auf Wiedersehen;0;0;0;0;0;0;0;0;0;0
Aufbereiter;0;0;0;0;0;0;0;0;0;0
Aufbewahrung;0;0;0;0;0;0;0;0;0;0
aufbringen;0;0;0;0;0;0;0;0;0;0
aufdringlich;0;1;1;0;1;1;0;0;1;0
aufeinanderfolgenden;0;0;0;0;0;0;0;0;0;0
Aufenthalt;0;0;0;0;0;0;0;0;0;0
Aufenthalte;0;0;0;0;0;0;0;0;0;0
Aufenthaltsort;0;0;0;0;0;0;0;0;0;0
Auferlegung;0;1;0;0;0;0;0;0;0;0
Auffahrt;0;0;0;0;0;0;0;0;0;0
auffallend;1;0;0;0;0;0;0;0;0;0
auffällig;0;0;0;0;0;0;0;0;0;0
auffällig;0;0;0;0;0;0;0;0;0;0
Auffassung;0;1;0;0;0;1;0;0;0;0
Aufgabe;0;1;1;0;0;1;0;1;1;0
Aufgabe;1;0;0;0;0;0;0;0;0;0
aufgeben;0;1;0;0;0;1;0;1;0;0
aufgeben;0;1;0;0;0;0;0;0;0;0
aufgebläht;0;1;0;0;1;0;0;0;0;0
aufgeblasen;0;1;0;0;0;0;0;0;0;0
aufgedunsen;0;1;0;0;0;0;0;0;0;0
aufgeregt;0;1;1;0;0;0;0;0;0;0
aufgeregt;1;0;0;1;0;0;1;0;1;1
aufgeregt;0;0;0;0;0;0;0;0;0;0
Aufhängen;0;1;1;0;1;1;0;1;0;0
Aufheben;0;0;0;0;0;0;0;0;0;0
Aufheben;0;0;0;0;0;0;0;0;0;0
aufheben;0;1;0;0;0;0;0;0;0;0
Aufhebung;0;1;0;0;0;0;0;1;0;0
aufhellen;1;0;0;0;0;0;1;0;1;1
aufhellen;0;0;0;0;0;0;0;0;0;0
aufhören;0;0;0;0;0;0;0;0;0;0
Aufklärung;0;0;0;0;0;0;0;0;0;0
Aufklärung;0;0;0;0;0;0;0;0;0;0
aufladen;0;0;0;0;0;0;0;0;0;0
Auflage;0;0;0;0;0;0;0;0;0;0
Auflistung;0;0;0;0;0;0;0;0;0;0
auflösen;0;0;0;0;0;0;0;0;0;0
Auflösung;0;1;1;0;0;1;0;1;1;0
Auflösung;0;0;0;0;0;0;0;0;0;0
Aufmachung;0;1;0;0;0;0;0;0;0;0
aufmerksam;1;0;0;0;0;0;0;0;0;1
aufmerksam;1;0;0;0;0;0;0;0;0;0
Aufmerksamkeit;1;0;0;0;0;0;0;0;0;0
aufnehmen;0;0;0;0;0;0;0;0;0;0
aufrecht;0;0;0;0;0;0;0;0;0;0
aufrecht;1;0;0;0;0;0;0;0;0;1
aufregend;1;0;0;1;0;0;1;0;1;0
Aufregung;0;1;1;0;0;0;0;0;0;0
Aufregung;1;0;0;1;0;0;1;0;1;0
Aufregung;0;0;0;0;0;0;0;0;0;0
Aufregung;0;1;1;0;0;0;0;1;0;0
aufrichtig;1;0;0;0;0;0;0;0;0;1
Aufrichtigkeit;1;0;0;0;0;0;0;0;0;0
Aufruf;0;0;0;0;0;0;0;0;0;0
Aufruf;0;0;0;1;0;0;0;0;0;1
aufrufen;0;0;0;1;0;0;0;0;0;0
Aufruhr;0;1;1;0;0;1;0;0;0;0
Aufruhr;0;1;1;0;0;1;0;1;0;0
Aufsatz;0;0;0;0;0;0;0;0;0;0
Aufschrei der Empörung;0;1;1;0;0;1;0;0;1;0
Aufschrift;0;0;0;0;0;0;0;0;0;0
Aufschub;0;0;0;0;0;0;0;0;0;0
Aufsehen;0;1;1;0;0;0;0;0;0;0
Aufsicht;0;0;0;0;0;0;0;0;0;0
Aufstand;0;1;1;0;0;0;0;0;0;0
Aufständischer;0;1;0;0;0;0;0;0;0;0
aufsteigen;0;0;0;0;0;0;0;0;0;0
Aufstieg;1;0;0;0;0;0;0;0;0;0
Aufstieg;0;0;0;0;0;0;0;0;0;0
Aufstieg;1;0;0;0;0;0;0;0;0;0
Aufstieg;0;0;0;0;0;0;0;0;0;0
aufstrebend;1;0;0;1;0;0;1;0;0;1
aufteilen;0;0;0;0;0;0;0;0;0;0
Auftraggeber;0;0;0;0;0;0;0;0;0;0
auftreten;0;0;0;0;0;0;0;0;0;0
Auftreten;0;0;0;0;0;0;0;0;0;0
Auftrieb;0;0;0;0;0;0;0;0;0;0
Auftrieb;0;0;0;0;0;0;0;0;0;0
aufwachen;0;0;0;0;0;0;0;0;0;0
Aufwand;1;0;0;0;0;0;0;0;0;0
aufzählen;0;0;0;0;0;0;0;0;0;0
Aufzählung;0;0;0;0;0;0;0;0;0;0
Aufzeichnung;0;0;0;0;0;0;0;0;0;0
Aufzeichnung;0;0;0;0;0;0;0;0;0;0
Aufzug;0;0;0;0;0;0;0;0;0;0
Aufzug;0;0;0;0;0;0;0;0;0;0
Auge;0;0;0;0;0;0;0;0;0;0
Augen-;0;0;0;0;0;0;0;0;0;0
Augenarzt;0;0;0;0;0;0;0;0;0;0
Augenbinde;0;0;0;1;0;1;0;0;1;0
Augenblick;0;0;0;0;0;0;0;0;0;0
Augenzeuge;0;0;0;0;0;0;0;0;0;1
Augmentation;0;0;0;0;0;0;0;0;0;0
August;1;0;0;0;0;0;0;0;0;0
Auktion;0;0;0;1;0;0;0;0;0;0
Auktionator;0;0;0;0;0;0;0;0;0;0
Aura;1;0;0;0;0;0;0;0;0;0
Ausarbeitung;1;0;0;0;0;0;0;0;0;0
ausatmen;0;0;0;0;0;0;0;0;0;0
ausbaggern;0;0;0;0;0;0;0;0;0;0
Ausbesserung;1;0;0;0;0;0;0;0;0;0
Ausbeute;0;0;0;0;0;0;0;0;0;0
Ausbilder;1;0;0;1;0;0;0;0;0;1
Ausbildung;0;0;0;0;0;0;0;0;0;0
Ausbildung;0;0;0;0;0;0;0;0;0;0
Ausbildungsvertrag;0;1;1;0;0;0;0;0;0;0
ausbrechen;0;1;1;0;0;0;0;0;1;0
Ausbruch;0;1;1;0;0;1;0;0;1;0
Ausbruch;0;0;0;1;0;0;0;0;0;0
Ausbruch;0;0;0;0;0;0;0;0;0;0
Ausbruch;1;1;1;0;0;1;1;1;1;0
Ausbuchtung;0;0;0;0;0;0;0;0;0;0
Ausdauer;1;0;0;0;0;0;0;0;0;0
Ausdauer;0;0;0;0;0;0;0;0;0;0
Ausdauer;1;0;0;0;0;0;0;0;0;1
Ausdruck;0;0;0;0;0;0;0;0;0;0
Ausdruck;0;0;0;0;0;0;0;0;0;0
ausdrucksvoll;0;0;0;0;0;0;0;0;0;0
auseinander;0;0;0;0;0;0;0;0;0;0
Auseinandersetzung;0;1;1;0;0;0;0;0;0;0
Ausfall;0;0;0;0;0;0;0;0;1;0
Ausflug;0;0;0;0;0;0;0;0;0;0
Ausflug;0;0;0;0;0;0;0;0;0;0
ausfransen;0;1;0;0;0;0;0;0;0;0
Ausfuhr;0;0;0;0;0;0;0;0;0;0
ausführen;0;0;0;0;0;0;0;0;0;0
ausführen;0;0;0;0;0;0;0;0;0;0
ausführlich;0;0;0;0;0;0;0;0;0;0
Ausführung;0;1;1;0;0;1;0;1;0;1
Ausgabe;0;0;0;1;0;0;0;0;0;0
Ausgabe;0;0;0;0;0;0;0;0;0;0
Ausgabe;0;0;0;0;0;0;0;0;0;0
Ausgabe;0;0;0;0;0;0;0;0;0;0
Ausgaben;0;1;0;0;0;0;0;0;0;0
Ausgang;0;0;0;0;0;0;0;0;0;0
Ausgang;0;0;0;0;0;0;0;0;0;0
ausgebeult;0;0;0;0;0;0;0;0;0;0
ausgebrannt;0;0;0;0;0;0;0;0;0;0
ausgedehnt;0;0;0;0;0;0;0;0;0;0
ausgefallen;0;1;0;0;0;0;0;0;0;0
ausgefranst;0;1;0;0;0;0;0;1;0;0
ausgeglichen;1;0;0;0;0;0;0;0;0;0
ausgehen;0;0;0;0;0;0;0;0;0;0
ausgelassen;1;1;1;1;0;0;1;0;0;0
ausgelassen;0;0;0;0;0;0;0;0;0;0
Ausgelassenheit;1;0;0;0;0;0;1;0;0;0
Ausgelassenheit;1;0;0;0;0;0;1;0;0;0
ausgelöscht;0;1;1;0;0;1;0;0;0;0
ausgeprägt;0;0;0;0;0;0;0;0;0;0
ausgerichtet;0;0;0;0;0;0;0;0;0;0
ausgeschlossen;0;1;0;0;1;0;0;1;0;0
ausgesetzt;0;1;0;0;0;0;0;0;0;0
ausgesprochen;1;0;0;0;0;0;0;0;0;0
ausgestorben;0;1;0;0;0;0;0;1;0;0
ausgestreckt;0;0;0;0;0;0;0;0;0;0
ausgetauscht;0;0;0;0;0;0;0;0;0;0
ausgezehrt;0;1;0;0;0;0;0;1;0;0
ausgezeichnet;1;0;0;0;0;0;1;0;0;1
ausgezogen;0;0;0;0;0;0;0;0;0;0
Ausgleich;0;0;0;0;0;0;0;0;0;0
ausgleichen;0;0;0;0;0;0;0;0;0;0
ausgleichen;1;0;0;1;0;0;0;0;0;0
Ausgleichs;1;0;0;0;0;0;0;0;0;0
ausgraben;0;0;0;0;0;0;0;0;0;0
Ausgrabung;0;1;0;1;0;0;0;0;1;0
Ausländer;0;1;0;0;1;1;0;0;0;0
Ausländer;0;1;0;0;0;1;0;0;0;0
auslassen;0;1;0;0;0;0;0;0;0;0
Auslaufen;0;1;0;0;0;0;0;0;0;0
Ausleger;0;0;0;0;0;0;0;0;0;0
Auslieferung;0;0;0;0;0;0;0;0;0;0
auslöschen;0;1;1;0;0;1;0;1;0;0
Auslöser;0;0;0;0;0;0;0;0;0;0
Ausnahme;0;0;0;0;0;0;0;0;0;0
ausnehmend;0;0;0;0;0;0;0;0;0;0
ausnutzen;0;0;0;0;0;0;0;0;0;0
auspacken;0;0;0;0;0;0;0;0;0;0
Auspizien;0;0;0;0;0;0;0;0;0;0
ausprobieren;0;0;0;0;0;0;0;0;0;0
Auspuff;0;1;0;0;0;0;0;0;0;0
auspusten;0;1;0;0;0;0;0;0;0;0
ausreichend;0;0;0;0;0;0;0;0;0;0
ausreichend;0;0;0;0;0;0;0;0;0;0
ausreichend;0;0;0;0;0;0;0;0;0;0
Ausrichtung;0;0;0;0;0;0;0;0;0;0
Ausrichtung;0;1;1;0;0;0;0;0;0;0
Ausrichtung;0;0;0;0;0;0;0;0;0;0
ausrotten;0;1;1;0;0;0;0;0;0;0
ausrotten;0;1;0;0;0;1;0;1;0;0
Ausrottung;0;1;1;0;1;1;0;0;0;0
Ausrottung;0;1;1;0;0;1;0;0;0;0
Ausrücken;0;1;0;0;0;0;0;0;0;0
ausrufen;0;0;0;0;0;0;0;0;1;0
ausrüsten;0;0;0;0;0;0;0;0;0;0
Ausrüstung;0;0;0;0;0;0;0;0;0;0
Ausrüstung;0;0;0;0;0;0;0;0;0;0
Ausrüstung;0;0;0;0;0;0;0;0;0;0
Ausscheidung;0;0;0;0;1;0;0;0;0;0
Ausschlag;0;1;0;0;1;0;0;0;0;0
ausschließen;0;1;0;0;0;1;0;1;0;0
Ausschluss;0;1;0;0;1;1;0;1;0;0
Ausschnitt;0;0;0;0;0;0;0;0;0;0
Ausschnitt;0;0;0;0;0;0;0;0;0;0
Ausschuss;0;0;0;0;0;0;0;0;0;0
Ausschuss;0;0;0;0;0;0;0;0;0;1
Ausschweifung;0;1;0;0;1;1;0;0;0;0
Aussehen;0;0;0;0;0;0;0;0;0;0
Außenseiter;0;1;0;0;1;1;0;1;0;0
Außenseiter;0;0;0;0;0;1;0;0;0;0
außer Acht gelassen;0;1;0;0;1;0;0;0;0;0
außer Kraft setzen;0;1;0;0;0;0;0;0;0;0
Äußere;0;0;0;0;0;0;0;0;0;0
äußere;0;0;0;0;0;0;0;0;0;0
außergerichtliche;0;1;0;0;0;1;0;0;0;0
außergewöhnlich;1;0;0;0;0;0;0;0;0;0
außergewöhnlich;0;0;0;0;0;0;0;0;0;0
äußerlich;0;0;0;0;0;0;0;0;0;0
äußerlich;0;0;0;0;0;0;0;0;0;0
äußerst;0;0;0;0;0;0;0;0;0;0
äußerst;0;0;0;0;0;0;0;0;0;0
aussetzen;0;0;0;1;0;1;0;0;0;0
Aussicht;1;0;0;0;0;0;0;0;0;0
Aussichten;0;0;0;0;0;0;0;0;0;0
Aussprache;0;0;0;0;0;0;0;0;0;0
aussprechen;0;0;0;0;0;0;0;0;0;0
Ausstattung;0;0;0;0;0;0;0;0;0;0
Ausstattung;1;0;0;0;0;0;0;0;0;1
Ausstattung;0;0;0;0;0;0;0;0;0;0
Ausstattung;0;0;0;0;0;0;0;0;0;0
Ausstellung;0;0;0;0;0;0;0;0;0;0
Ausstellung;0;0;0;0;0;0;0;0;0;0
Austausch;1;0;0;0;0;0;0;0;0;1
Austausch;0;0;0;0;0;0;0;0;0;0
Austausch;0;0;0;0;0;0;0;0;0;0
austauschbar;0;0;0;0;0;0;0;0;0;0
Auster;0;0;0;0;0;0;0;0;0;0
Austragungsort;0;0;0;0;0;0;0;0;0;0
ausüben;0;0;0;0;0;0;0;0;0;0
Auswahl;0;0;0;0;0;0;0;0;0;0
Auswahl;0;0;0;0;0;0;0;0;0;0
Auswahl;0;0;0;0;0;0;0;0;0;0
auswandern;0;0;0;0;0;0;0;0;0;0
Auswanderung;0;0;0;0;0;0;0;0;0;0
auswärts;0;0;0;0;0;0;0;0;0;0
Ausweichen;0;0;0;0;0;0;0;0;0;0
Ausweichen;0;0;0;0;0;0;0;0;0;0
ausweichen;0;1;1;0;1;1;0;0;0;0
Ausweichen;0;1;0;0;0;1;0;1;0;0
auswendig lernen;0;0;0;0;0;0;0;0;0;0
auswerfen;0;1;0;0;0;0;0;0;0;0
Auswirkung;0;0;0;0;0;0;0;0;0;0
Auswirkungen;0;0;0;0;0;0;0;0;0;0
Auswuchs;0;0;0;0;0;0;0;0;0;0
Auswurf;0;1;0;0;0;0;0;0;0;0
auszahlen;0;0;0;0;0;0;0;0;0;0
Auszahlung;0;0;0;0;0;0;0;0;0;0
Auszeichnung;1;0;0;1;0;0;1;0;1;1
Auszeichnung;1;0;0;0;0;0;0;0;0;0
Auszug;0;0;0;0;0;0;0;0;0;0
authentifizieren;0;0;0;0;0;0;0;0;0;1
authentisch;1;0;0;0;0;0;1;0;0;1
Authentizität;1;0;0;0;0;0;0;0;0;1
Auto;0;0;0;0;0;0;0;0;0;0
Auto;0;0;0;0;0;0;0;0;0;0
Autobahn;0;0;0;0;0;0;0;0;0;0
Autobahn;0;0;0;0;0;0;0;0;0;0
Autobiographie;0;0;0;0;0;0;0;0;0;0
Autogramm;0;0;0;0;0;0;0;0;0;0
autokratisch;0;1;0;0;0;0;0;0;0;0
automatisch;0;0;0;0;0;0;0;0;0;1
Automobil;0;0;0;0;0;0;0;0;0;0
Autonomie;0;0;0;0;0;0;0;0;0;0
Autopsie;0;1;0;0;1;1;0;1;0;0
Autorität;1;0;0;0;0;0;0;0;0;1
Avocado;0;0;0;0;0;0;0;0;0;0
axial;0;0;0;0;0;0;0;0;0;0
Axiom;0;0;0;0;0;0;0;0;0;1
axiomatisch;0;0;0;0;0;0;0;0;0;1
ay;1;0;0;0;0;0;0;0;0;0
Azimut;0;0;0;0;0;0;0;0;0;0
azurblau;0;0;0;0;0;0;0;0;0;0
Baby;1;0;0;0;0;0;1;0;0;0
Babysitter;0;0;0;0;0;0;0;0;0;1
Bach;0;0;0;0;0;0;0;0;0;0
Bach;0;0;0;0;0;0;0;0;0;0
backen;0;0;0;0;0;0;0;0;0;0
Backen;0;0;0;0;0;0;0;0;0;0
Backenzahn;0;0;0;0;0;0;0;0;0;0
Bäckerei;0;0;0;0;0;0;0;0;0;0
Backgammon;0;0;0;0;0;0;0;0;0;0
Backofen;0;0;0;0;0;0;0;0;0;0
Backtrack;0;0;0;0;0;0;0;0;0;0
Bad;1;0;0;0;0;0;0;0;0;0
baden;0;0;0;0;0;0;0;0;0;0
Badezimmer;0;0;0;0;0;0;0;0;0;0
Bagger;0;0;0;0;0;0;0;0;0;0
Bagger;0;0;0;0;0;0;0;0;0;0
Bahn;0;0;0;0;0;0;0;0;0;0
Bahnhofshalle;0;0;0;0;0;0;0;0;0;0
Bahre;0;1;0;0;0;1;0;1;0;0
Baisse;0;1;0;0;0;0;0;1;0;0
Bajonett;0;1;1;0;0;1;0;0;0;0
Bakkalaureat;1;0;0;0;0;0;0;0;0;0
